project_id,name,time_took
kkst2059377195,PCGamingWiki - a new game fixes project,2797487.0
kkst1169250239,PHIL COLLINS AND THE WILD FRONTIER,3325591.0
kkst398763034,Howl - Short Film (2013),2955828.0
kkst63538922,Tiger Waves Winter Tour,1733596.0
kkst2118567428,Influence/Coincidence,2592003.0
kkst797102182,Zombie Stomp The Game by Team Frog Studios,1198687.0
kkst645444428,Makeblock : Next Generation of Construct Platform,3456003.0
kkst1923025759,Sugar Baby,2597771.0
kkst758890777,BattleCON: Devastation - A Fighting Card Game,3302125.0
kkst1813470264,Midgard RPG Miniatures,3844818.0
kkst1314555196,Install a New Front Door Video Series,1095117.0
kkst495758973,Backstage Drama,2592000.0
kkst1865309174,Dead Reverend records new full-length album,2592003.0
kkst1661929812,Pirate Coins,2631579.0
kkst247427711,Coming Out On Top - A Gay Dating Sim Video Game,4826246.0
kkst1648154532,"Reluctant Hero's """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""All As One"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" EP",1567860.0
kkst76781102,Matching Lions Game,4022151.0
kkst115071945,Hexels:  The completely modular Settlers of Catan game board,3888057.0
kkst1362973322,Occupy The Farm - Feature Documentary,2592054.0
kkst1885581088,In The Box - An Independent USC Short Film,2231575.0
kkst1269519619,ROBERT (The Office Drone),864002.0
kkst688077188,With Love – Doctoral Writing/Recording Project,3024022.0
kkst1004030065,The Cartoon Project,2160001.0
kkst2029588615,The Orbit Turntable,3074355.0
kkst1899712328,Ehdrigohr: The Roleplaying Game,2738896.0
kkst1472510250,Brothers of an only child,2592000.0
kkst655235106,"Help Naked Walrus Fund Their Second Album """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""All In""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",5184002.0
kkst31719051,OUTSIDE LOOKING IN - the new album,1207769.0
kkst839174416,To Anaheim NAMM Show 2013 (and back) with debut demo CD!,1283104.0
kkst867622800,"Love Is a Story's brand new, self-titled EP: GET IT PRESSED!",1889811.0
kkst539590025,Exciting New Music for Trumpet and Brass!,1814400.0
kkst1611461362,Shard of Iron,2592000.0
kkst1177792439,Denali Solo Winter Ascent & 25 Years of Arctic Exploration,5184002.0
kkst996939962,Dancing on the Brink of the World: History of San Francisco,4320001.0
kkst780201840,Remember When by Michelle Diaz Cannon,2592001.0
kkst14609948,"Worry About Your Future 5""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",2160000.0
kkst180525907,South America! But I digress...: To all 13 countries in 2013,2673796.0
kkst1719832422,Radio the Universe,2872483.0
kkst881158325,Unique Puzzles for a Yankee Echo Alfa Romeo,3196800.0
kkst2083824815,Daniel Medina LIVE in the USA! East Coast Tour! Jan-Feb 2013,2244196.0
kkst2073239990,oneTesla: a DIY Singing Tesla Coil,2332801.0
kkst2085964780,Radio Gosha x Disko Warp: Living A Colorful Life DVD+CD,777601.0
kkst1290305043,Operation: Gas Money for East Coast Tour,5080017.0
kkst2137203118,Razor Coast,2559694.0
kkst524849147,SIMPLY AMPLIFIED 3D Printed SYMPHONY SHELLS,3888000.0
kkst703184082,"Curiosity is Bliss Record / Making 1,000 physical copies",1296000.0
kkst206021130,COMMUNITY RECORDS VEGGIE OIL VAN,3888003.0
kkst246219484,Nothinghead New Album,3888000.0
kkst731982101,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""The Sound and the Fury"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" for piano-theater by E. Chabashvili",2512675.0
kkst18894868,An Imaginary Map of Reading,1296002.0
kkst1525633218,Help fund DESECRATE to go on TOUR for 2013!,3296358.0
kkst1807643330,The Sundering: Immortal -- Let's Get This Published!,1209638.0
kkst708622076,"Altar Ego: Power in the Paint, an art collection",4924169.0
kkst67888328,Making The Final Hour into a Series,1774868.0
kkst808856680,SKYJACKER: Starship Constructor,3724166.0
kkst867708832,Young Stan,2592000.0
kkst1766835593,"Aaron Long-New Full Length Album """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sounds of Awakening""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",2592001.0
kkst70516581,"Creating """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Anthony""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",2592000.0
kkst1196026290,"SEED: The Untold Story, Documentary Film",3835967.0
kkst1984885908,Heartstorm,2592001.0
kkst357358687,Comedy Magazine for iPad,1869828.0
kkst1187448394,The Lost Wheels' First Full Album,2592000.0
kkst1281755416,"New Album: King Cataract, by Wire Faces",2592000.0
kkst1144187431,The Glass Project,2592003.0
kkst69759083,Dim Sum Robot #1 - mecha food cart action!,1296003.0
kkst1353598525,The Everafter Chronicles: Reign of the Night Creatures,2592000.0
kkst864684201,SHADOWRAPTR: The Second Coming. (Sophomore LP),2592000.0
kkst1254095435,The Same Moon Everywhere: a film in 16mm & HD.,3331702.0
kkst1460681362,4th Annual Kids Art Show at College Street Gallery,1309497.0
kkst1150136344,ACTION! Master Class with Nick Ray,2007205.0
kkst1306241978,The Cadaver's Swan Song (Directed by Robert Mai),1407959.0
kkst2074071028,MAKE YOUR MARK : The Pen With A Twist,5184001.0
kkst277835780,Amazing! Fantastico!,2592002.0
kkst2046486600,Creative Adventures,5180333.0
kkst1807114153,Transparent Speaker,3888000.0
kkst1572507002,Sheeped | Full Length Album,2592000.0
kkst873616783,Open The Garage,2592000.0
kkst1241544719,Final Element the Video Game,2592000.0
kkst184100384,Halfling Wars - Mobile RPG/Simulation Game,2592003.0
kkst1423988330,The Girlfriend Game by Nick Antosca,3893885.0
kkst1786857186,Pastor Paul,3317932.0
kkst2125018459,Polaris - 3 new decks of Vända Playing Cards printed by USPC,2682029.0
kkst1284938608,BIG PAPA AND THE TCB- SIX PACK OF COOL CD,2592000.0
kkst2100035714,From the Ground Up,3476563.0
kkst911894794,I'M KEEPING MY BABY!,2354033.0
kkst530678501,Beer Diagram Poster,2195848.0
kkst1105032456,The Inimical Races of Tekumel,1606806.0
kkst1955663710,MONIKER IS GOING TO CALIFORNIA!!!!,2592000.0
kkst308101662,snappgrip: full control of your iPhone camera with one hand,3448500.0
kkst494053929,Help Build a TARDIS for Lexington Comic & Toy Con 2013!,1728000.0
kkst449242857,Rock CD: In the Know,3456000.0
kkst1142867579,Data Hacker Initiation - A feature rich RPG for Windows/Wine,5184001.0
kkst1130223171,GCW-Zero: Open Source Gaming Handheld,1728002.0
kkst272452759,The Machine God (The Drifting Isle Chronicles),1728002.0
kkst2044799289,MATH WARRIORS Season 3 - Post-production,2103200.0
kkst923490759,Slaps and Superheroes,2592000.0
kkst1949347052,The Hidden Crystal,2676300.0
kkst1466864803,Diana Gabriel's Under the Table Sculpture,1825973.0
kkst1793841343,5th Annual Olympia Old Time Music Festival,1803723.0
kkst1467207913,Bevel Summers-LP Studio Album @ Arbor Ridge Studios in Jan,2592000.0
kkst1189803429,Cascade! A book of poems by James Wylder,1814400.0
kkst1184189915,Take Art: My Screen Printing Project,2592000.0
kkst1191329405,"VelociPrints: On The Pitch, a soccer art party",1860917.0
kkst1022228450,New Folsom,3632321.0
kkst652391583,Hackacam: Hackable Camera Platform,3888000.0
kkst770800860,Super 3D Dungeon Boards,3456003.0
kkst1390828864,The Intergalactic Nemesis - Book Three - Radio Drama,2244678.0
kkst1603261593,The Red Pills' 1st album - Northern Rock,5184001.0
kkst1121833065,12 Realms,4320000.0
kkst1233915591,FAT KIDS: Truth and Consequences,5184003.0
kkst1153549663,Fate Core,4921385.0
kkst1065638046,ROMERO releases TAKE THE POTION full length ALBUM,2361485.0
kkst1288132221,Column,1283219.0
kkst1909938542,RELIANCE,5184000.0
kkst2106313426,Endless Blocks of Time,3456001.0
kkst927918706,Vonnie Kyle's Debut EP,2592000.0
kkst2130187287,Did the Dog Really Eat It?,2592000.0
kkst685694198,Heaven's Hell - The Art Book,2592000.0
kkst876985019,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Vigilance""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",2592001.0
kkst862351518,ICE CREAM WALLA,2592000.0
kkst72046708,The Mutable Life of Oscar Clark,2592000.0
kkst1491219187,Union Endicott High School First Robotics 2053 Regionals,4158016.0
kkst2034079586,The Leap,2592044.0
kkst1293525658,Buena High Aquatic Sports Mural,1877142.0
kkst2101479025,"Drawing Paradise on the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Axis of Evil""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1526448.0
kkst1025287830,CHARETTA APOCALYPSE ALBUM,2592000.0
kkst1011687764,"Jesus-Worshiper Album """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Savior of the Weak"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Nears Completion!",1209600.0
kkst1534589164,"Maya, Princess Scientist",2592000.0
kkst404889109,TO CATCH A FIREFLY,1448576.0
kkst1496187675,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Four Corners of Home"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" CD Studio Recording",3085290.0
kkst1557256243,Charlie (Working Title),5104545.0
kkst1385403462,Crafthulhu Card Holders/Displays & Component Trays,4060777.0
kkst297846458,The Secret Life of Marionettes.,2592000.0
kkst2107192099,CARL BANKS ~~ Debut Album and Tour,2426441.0
kkst1517602894,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Falcons in the City"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Children's Picture Book",2673162.0
kkst1546145549,The Invention of Cloudsurfing,1904736.0
kkst1545018033,Eclipse Quartet Recording Project,3888000.0
kkst1171818302,"Flybridge, the iPhone/iPad Lightning Dock adapter",3024051.0
kkst112187138,The Life of Rubber Ducks Outside the Bathtub,3888001.0
kkst988228847,Dicecards: The World's Geekiest Dice Bag in a Deck of Cards,3644515.0
kkst388810594,3 Years Hollow is Going On Their First Ever Tour!,2592001.0
kkst1280378278,Our Fathers (art of heaven),3024000.0
kkst719605459,the wondervision fund: Project One,2091507.0
kkst1473291536,The Gravy—In the Kitchen with New Orleans Musicians,2416897.0
kkst1827543155,The White Rabbit Playing Cards,1860053.0
kkst606602720,Solo Art Exhibition,634729.0
kkst1874572165,Luxury Spirit's album Forgotten Albatross,2960865.0
kkst159774112,On Frozen Ponds,2592001.0
kkst118826556,This is Music,2888970.0
kkst887177584,The Beekeepers' New Album,2457210.0
kkst1223178092,Planetfall,3771131.0
kkst457906052,Lil-Mule: Professional Time Lapse and Video Camera Dolly,2677211.0
kkst726389999,Piko Piko Detroit: The Midwest Collective of 8-Bit Artists,2520611.0
kkst459150010,American Music Ensemble Concert,3996570.0
kkst944429286,Embarking on a new CD Project!,5097471.0
kkst1747221925,"LEGEND HAZ IT - Debut Album - """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""NEPTUNE DEUCE""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",2530820.0
kkst1433214924,DANGER LAB web series - Premiere Season,4351272.0
kkst1326934548,About Abigail,2557524.0
kkst1430274815,"L.B. Rayne's """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Where No Man's Been Before"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Music Video",1331437.0
kkst368661,GameStick: The Most Portable TV Games Console Ever Created,2592001.0
kkst1183754044,Columbia Memorial Sculpture,1800933.0
kkst931111916,The Circumstance of Marriage,2592001.0
kkst1793160382,Give a child the gift of a second language!,2592000.0
kkst1257685031,Unbranded,3888001.0
kkst2076396428,Leikr: The new Danish designed GPS sports watch,2592000.0
kkst273287558,We Are Alive Project,2678400.0
kkst1766368315,The Furnished Room,2160002.0
kkst194625071,The Fantastic EP,2592000.0
kkst1692956976,The Mid-Packer's Guide to the Galaxy Audio Book,2592000.0
kkst563674761,THE BOLDER EP: A WORSHIP ALBUM.,2592000.0
kkst89688435,(Still) The Enemy Within: A film about the Miners Strike,5129391.0
kkst1519582007,Michael A. Arnzen's Fridge of the Damned magnetic word kit,2592000.0
kkst1783162751,Notes From The Bored Walk,2592002.0
kkst839950690,E.34: Design for Ability Green House,3888000.0
kkst1361488898,It's a Shareable Life - A Practical Guide to Sharing Economy,2419200.0
kkst1299776664,Janice Gilbert ~ NEW CD 2013!,2592000.0
kkst1248888611,Bloodmark Saga,2160000.0
kkst1725595258,Visindi Science Circus,3628837.0
kkst2088256914,"Editing Needed For """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""First Semester Physics Survival Guide""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1842652.0
kkst1151465710,Battle For Souls,5050738.0
kkst1115150307,Jackpot!,5184061.0
kkst1936683315,Let's Publish the Mistake Bank Book,2592000.0
kkst953476554,Dubqore - Black & Gold,3243788.0
kkst1590988309,Dalek v Enterprise v Vader (the race to the edge of space),1814400.0
kkst1979087462,No Hope For Men Below Documentary,2491563.0
kkst248326627,"Posi Music Takes Sci-Fi Twist in """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Change My Mind"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Video",1882256.0
kkst1228340351,GAYLETTER'S NEW WEBSITE,2592000.0
kkst1470051298,Enter The Bluebird,2592000.0
kkst2036288602,Hope[rising] Project [EP] - Debut EP Release!,2592001.0
kkst30503392,A Minor Cycle Five Little Plays in One Starry Night,1543818.0
kkst97230960,Hello Gorgeous TV,688072.0
kkst532611933,Middle Class Mischief: Rotten - Debut Album,2592000.0
kkst1639604503,Neocolonialism,2592001.0
kkst1542760681,Creature & Encounter RPG Card Decks,5181874.0
kkst1283085648,The Treehouse at Yale,1941775.0
kkst133032843,Castles & Crusades Codex Celtarum,2111785.0
kkst1315023571,The Drifter Sisters are Recording a Debut Album!,5183659.0
kkst2001143711,Purposely Living On Cloud 9,1123201.0
kkst1336913108,Senior Thesis : Cyanotype Installation,1296001.0
kkst333843800,Plant Link: Listen to your plants,2592000.0
kkst27435547,Three Days to See,3888000.0
kkst91742888,We Just Want to Play,921693.0
kkst833215694,Hear The Doors,2592000.0
kkst1797461984,'The Dark Man' student film,2592001.0
kkst80713259,The Watcher Oil Painting - 2013 Limited Edition print run,2592000.0
kkst695154745,Nightwing: The Series,5184000.0
kkst46204370,bluebuddy - Wireless Bluetooth 4.0 LE scuba diving logger,2592002.0
kkst203384511,Dolphin Safe Tunes: The Debut EP by Jaime Lyn Beatty,2332412.0
kkst433307972,The Call of Cthulhu 4-Color Screen-Print!,1728003.0
kkst1379014847,The Quest for Greatness-The Lake Travis HS Story Final Offer,5184002.0
kkst1015945200,Sara Robinson & Midnight Special needs a PUSH!,1644544.0
kkst1404740608,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Intuition"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" - an Indian music video presented by DREAMS",2592001.0
kkst1421348198,Help She Said Fire Finish Their First EP,3752627.0
kkst295767231,Uncommon Action,3056484.0
kkst505611361,eClipse: The Day and Night Solar Solution,2592000.0
kkst1874795132,Jason Ropp Solo Acoustic EP,2043414.0
kkst1691675489,MUM,2892697.0
kkst1915584805,The Doctor Whosical,5184042.0
kkst1164712608,The Lomography Smartphone Film Scanner,1814401.0
kkst1106494842,Help MY RED & BLUE record a new album!,2678400.0
kkst804671827,Gothen - Debut Album,2592000.0
kkst1427774922,Talossan Stamp Project,1814400.0
kkst774648699,Summer Daze,1814400.0
kkst921720835,Woodshed Prophets' Upcoming Album,2592002.0
kkst1682645755,Noctemis,2592000.0
kkst797508641,Mostly Harmless - an Elite: Dangerous novel (working title),3319831.0
kkst1034140194,Aluminum Plate Wallet System,3456000.0
kkst607059166,Joshua Powell & the Great Train Robbery: New Record!,5184000.0
kkst16815627,Gloria - A Short Film,3134959.0
kkst172004985,LED Love Lights,2073600.0
kkst361588106,Kosha DIllz is Everywhere: The Hustle to Happiness,2775440.0
kkst241287182,Psalms in Poetry: The Rhythm and Rhyme of Hope,2419200.0
kkst261298058,Pray for Daylight,1418261.0
kkst748342746,Sword of the Ronin - Novel Project,2632270.0
kkst1488344881,Vacant Sky Awakening - A Pre-Apocalyptic RPG,2592000.0
kkst839361995,Student Short Film: Truth,1296000.0
kkst1755536791,Tranquil Hearts: An Illustrated Book of Supplications,1814400.0
kkst299074840,The Hard Places: The Tom Little Story,2851200.0
kkst617879415,Looking at the Stars ... Olhando pras Estrelas,3024000.0
kkst390492019,Deluxe Tunnels & Trolls,2851200.0
kkst1254780322,WHERE THE MAGIC HAPPENS: A New Documentary....,3056583.0
kkst1969756071,GLASS,1814400.0
kkst1318600395,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""The Mackenzie Dylan Show""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",2592001.0
kkst1224261080,The InterLock™ - The Lock that Hides Inside of Your Bike,2772574.0
kkst1099241890,Rocket Stove Instructional DVD,2437961.0
kkst71901146,"Those Manic Seas 7"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" record release project!",2160001.0
kkst2095906334,"The """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Z"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Word",3888000.0
kkst1703704063,Mix Cornelius and Consuela's EP,1682340.0
kkst161010647,A Dog's Life,4431179.0
kkst1874647708,Veracity: The Lies Unravel.,2882110.0
kkst1242322696,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""The Death March Begins...""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",3888000.0
kkst1722134411,Dizzy Fingers: the life of Joe Soprani,2248350.0
kkst978026057,Messy Encryption for Private Communications,2592000.0
kkst1239203331,Eat Bacon Postcards,2391784.0
kkst1926377445,Ugly Girls,2592000.0
kkst1632551415,Magic Dust,2592000.0
kkst1529710469,MUMA - a claymation cartoon for children,2592000.0
kkst1765252596,Eric Hoffman Early and Uncollected Poems Project,2592000.0
kkst1889799633,EastSiders The Series,2592000.0
kkst1454375477,Photographs with Sculptural Tendencies,3024000.0
kkst1538935695,University of Louisville USLI High Powered Rocket,2592002.0
kkst833377420,FISH BONE - Knotless Gear Tie,2592003.0
kkst850675839,Only Solomon Lee,2872448.0
kkst1151506517,CactusCon 2013,2592000.0
kkst544149412,Dark Storm PC Game,2592000.0
kkst1576935477,John Mark Nelson: A New Album!,1823708.0
kkst1238219779,Dave Rowe's New Solo Recording Project,2592002.0
kkst677442497,Star Trek: Deception - A Fan-Film,2592000.0
kkst149038006,Pardon My Bohemian Ways ...,2592006.0
kkst543318419,Dungeon Heroes Advance! Upgraded Edition,2592001.0
kkst704946907,The Cassie J. Sneider Fanclub Hometown Parade Float!,1382401.0
kkst1121191072,Red Light Cameras: YouTube Album,2592000.0
kkst1207113593,My Life As An Aspie,1196584.0
kkst2040582704,My Excuse US Tour 2013,2592002.0
kkst1689659975,The Search for the Perfect Day,2704253.0
kkst524754002,Bug Hunt Corridors,2592002.0
kkst2017960171,Grammar Revolution,2592000.0
kkst690848835,Vitality Fresh Fast Food Truck,2592000.0
kkst1490542747,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Karski & The Lords of Humanity""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",3456003.0
kkst878975832,THE REINTRODUCTION OF NICK FLORA,2942551.0
kkst1102585800,Zogar's Gaze,2592000.0
kkst851689243,ZERO TO MAKER: A Re-Skilling Guide for New Makers,2450875.0
kkst610240962,SAFE Wallet Case for iPhone 5,2592000.0
kkst1547695320,Adam Rongo's Debut Album!,2610443.0
kkst405088265,Sunrise Aphrodite,3533470.0
kkst2110733772,The Rusty Guns DEBUT ALBUM needs your boot to kick us.,2592000.0
kkst1827342313,Ariose Singers commission Hyo-shin Na for new choral work.,2298325.0
kkst174011691,"Dreams, Memories, Impressions:  piano works of J.B. Foerster",1728000.0
kkst65128169,Fortis Rex: Rise Of The King.,2592049.0
kkst130950453,Levon's Light,2592000.0
kkst2069769658,SMB Project's new Alt Rock album!,3110400.0
kkst971522744,"Natania & Melody: Trust Us, It's Worth It.",2592001.0
